ID,Date_Time,Year,Month,Mdate,Day,Time,Sensor_ID,Sensor_Name,Hourly_Counts,total_count,Month_num,Day_num
4500141,"September 10, 2022 02:00:00 PM",2022,September,10,Saturday,14,50,Faraday St-Lygon St (West),518,4434,9,6
3914664,"October 03, 2021 04:00:00 AM",2021,October,3,Sunday,4,59,Swanston St - RMIT Building 80,3,4148,10,7
2037292,"November 24, 2017 01:00:00 PM",2017,November,24,Friday,13,33,Flinders St-Spring St (West),346,3961,11,5
4506927,"September 07, 2022 06:00:00 PM",2022,September,7,Wednesday,18,68,Flinders Ln - Degraves St (North),129,286,9,3
2564351,"February 16, 2019 07:00:00 AM",2019,February,16,Saturday,7,50,Faraday St-Lygon St (West),25,4434,2,6
1533948,"June 21, 2016 01:00:00 AM",2016,June,21,Tuesday,1,31,Lygon St (West),26,7422,6,2
1500642,"May 19, 2016 11:00:00 AM",2016,May,19,Thursday,11,24,Spencer St-Collins St (North),1436,28852,5,4
2642590,"April 22, 2019 06:00:00 AM",2019,April,22,Monday,6,6,Flinders Street Station Underpass,148,53444,4,1
2531541,"January 19, 2019 03:00:00 AM",2019,January,19,Saturday,3,54,Lincoln-Swanston (West),12,504,1,6
2695104,"June 03, 2019 11:00:00 AM",2019,June,3,Monday,11,57,Bourke St Bridge,569,7217,6,1
2541232,"January 27, 2019 10:00:00 AM",2019,January,27,Sunday,10,1,Bourke Street Mall (North),945,39294,1,7
166841,"June 01, 2010 12:00:00 PM",2010,June,1,Tuesday,12,17,Collins Place (South),1410,20168,6,2
4109184,"January 02, 2022 11:00:00 PM",2022,January,2,Sunday,23,48,QVM-Queen St (East),30,3752,1,7
1832000,"May 01, 2017 08:00:00 AM",2017,May,1,Monday,8,31,Lygon St (West),144,7422,5,1
1190790,"July 06, 2015 06:00:00 AM",2015,July,6,Monday,6,30,Lonsdale St (South),156,11717,7,1
2489656,"December 15, 2018 03:00:00 AM",2018,December,15,Saturday,3,9,Southern Cross Station,10,19152,12,6
3354212,"October 05, 2020 10:00:00 PM",2020,October,5,Monday,22,63,231 Bourke St,35,2097,10,1
1377522,"January 17, 2016 11:00:00 PM",2016,January,17,Sunday,23,23,Spencer St-Collins St (South),143,7263,1,7
2136370,"February 20, 2018 04:00:00 AM",2018,February,20,Tuesday,4,36,Queen St (West),9,5556,2,2
3048207,"February 29, 2020 09:00:00 PM",2020,February,29,Saturday,21,12,New Quay,790,9339,2,6
1028002,"January 06, 2015 02:00:00 AM",2015,January,6,Tuesday,2,5,Princes Bridge,22,52415,1,2
923512,"August 24, 2014 07:00:00 AM",2014,August,24,Sunday,7,3,Melbourne Central,171,36815,8,7
1275380,"October 03, 2015 01:00:00 PM",2015,October,3,Saturday,13,25,Melbourne Convention Exhibition Centre,931,21974,10,6
264744,"January 25, 2011 03:00:00 PM",2011,January,25,Tuesday,15,10,Victoria Point,253,8826,1,2
2517971,"January 07, 2019 06:00:00 PM",2019,January,7,Monday,18,23,Spencer St-Collins St (South),546,7263,1,1
4327899,"June 07, 2022 10:00:00 PM",2022,June,7,Tuesday,22,2,Bourke Street Mall (South),91,51884,6,2
2334666,"August 10, 2018 01:00:00 AM",2018,August,10,Friday,1,45,Little Collins St-Swanston St (East),84,10394,8,5
2457797,"November 18, 2018 02:00:00 PM",2018,November,18,Sunday,14,24,Spencer St-Collins St (North),1207,28852,11,7
1158262,"June 03, 2015 02:00:00 AM",2015,June,3,Wednesday,2,4,Town Hall (West),39,66031,6,3
1250733,"September 08, 2015 12:00:00 AM",2015,September,8,Tuesday,0,15,State Library,78,50017,9,2
2903293,"November 13, 2019 07:00:00 PM",2019,November,13,Wednesday,19,59,Swanston St - RMIT Building 80,243,4148,11,3
2433826,"October 29, 2018 09:00:00 PM",2018,October,29,Monday,21,48,QVM-Queen St (East),120,3752,10,1
855563,"May 27, 2014 04:00:00 PM",2014,May,27,Tuesday,16,13,Flagstaff Station,3249,16612,5,2
3218429,"June 30, 2020 11:00:00 PM",2020,June,30,Tuesday,23,34,Flinders St-Spark La,6,3015,6,2
4341415,"June 05, 2022 01:00:00 AM",2022,June,5,Sunday,1,14,Sandridge Bridge,169,22489,6,7
2356527,"August 27, 2018 11:00:00 PM",2018,August,27,Monday,23,21,Bourke St-Russell St (West),260,19095,8,1
2416482,"October 15, 2018 12:00:00 PM",2018,October,15,Monday,12,35,Southbank,3349,39528,10,1
2297609,"July 10, 2018 09:00:00 AM",2018,July,10,Tuesday,9,24,Spencer St-Collins St (North),2863,28852,7,2
3905269,"September 27, 2021 03:00:00 PM",2021,September,27,Monday,15,54,Lincoln-Swanston(West),173,634,9,1
1066503,"February 21, 2015 06:00:00 AM",2015,February,21,Saturday,6,30,Lonsdale St (South),53,11717,2,6
3180844,"June 04, 2020 04:00:00 AM",2020,June,4,Thursday,4,21,Bourke St-Russell St (West),8,19095,6,4
3389240,"October 30, 2020 09:00:00 AM",2020,October,30,Friday,9,51,QVM-Franklin St (North),92,2358,10,5
3603050,"March 19, 2021 07:00:00 AM",2021,March,19,Friday,7,52,Elizabeth St-Lonsdale St (South),102,1701,3,5
1537621,"June 24, 2016 05:00:00 PM",2016,June,24,Friday,17,32,City Square,2254,7715,6,5
4510651,"September 12, 2022 10:00:00 PM",2022,September,12,Monday,22,75,Spring St - Flinders St (West),0,0,9,1
817145,"April 06, 2014 02:00:00 AM",2014,April,6,Sunday,2,3,Melbourne Central,43,36815,4,7
1640937,"October 07, 2016 03:00:00 AM",2016,October,7,Friday,3,53,Collins St (North),9,10269,10,5
3275388,"August 11, 2020 10:00:00 PM",2020,August,11,Tuesday,22,46,Pelham St (S),0,40,8,2
3048907,"March 01, 2020 09:00:00 AM",2020,March,1,Sunday,9,31,Lygon St (West),112,7422,3,7
2220715,"May 04, 2018 06:00:00 PM",2018,May,4,Friday,18,47,Melbourne Central-Elizabeth St (East),2140,25243,5,5
2684187,"May 25, 2019 09:00:00 PM",2019,May,25,Saturday,21,53,Collins St (North),240,10269,5,6
3721284,"June 09, 2021 11:00:00 AM",2021,June,9,Wednesday,11,30,Lonsdale St (South),78,11717,6,3
474332,"June 13, 2012 02:00:00 AM",2012,June,13,Wednesday,2,8,Webb Bridge,1,10114,6,3
1246887,"September 04, 2015 12:00:00 AM",2015,September,4,Friday,0,9,Southern Cross Station,23,19152,9,5
1414093,"February 23, 2016 06:00:00 AM",2016,February,23,Tuesday,6,37,Lygon St (East),21,5038,2,2
4454779,"August 25, 2022 01:00:00 PM",2022,August,25,Thursday,13,58,Bourke St - Spencer St (North),1000,3666,8,4
3996449,"November 20, 2021 10:00:00 PM",2021,November,20,Saturday,22,10,Victoria Point,10,8826,11,6
1139010,"May 13, 2015 03:00:00 PM",2015,May,13,Wednesday,15,1,Bourke Street Mall (North),2071,39294,5,3
4319287,"May 31, 2022 02:00:00 AM",2022,May,31,Tuesday,2,71,Westwood Place,8,186,5,2
3014582,"February 05, 2020 07:00:00 AM",2020,February,5,Wednesday,7,6,Flinders Street Station Underpass,2038,53444,2,3
1531694,"June 18, 2016 08:00:00 PM",2016,June,18,Saturday,20,1,Bourke Street Mall (North),800,39294,6,6
1582478,"August 08, 2016 08:00:00 AM",2016,August,8,Monday,8,27,QV Market-Peel St,158,4195,8,1
3865935,"September 04, 2021 08:00:00 AM",2021,September,4,Saturday,8,53,Collins St (North),43,10269,9,6
1698900,"December 08, 2016 12:00:00 AM",2016,December,8,Thursday,0,18,Collins Place (North),19,19958,12,4
2121804,"February 07, 2018 11:00:00 AM",2018,February,7,Wednesday,11,39,Alfred Place,418,5676,2,3
1155284,"May 31, 2015 12:00:00 AM",2015,May,31,Sunday,0,13,Flagstaff Station,74,16612,5,7
738829,"December 22, 2013 10:00:00 PM",2013,December,22,Sunday,22,5,Princes Bridge,803,52415,12,7
3041750,"February 25, 2020 03:00:00 AM",2020,February,25,Tuesday,3,57,Bourke St Bridge,4,7217,2,2
3766162,"July 06, 2021 07:00:00 AM",2021,July,6,Tuesday,7,23,Spencer St-Collins St (South),244,7263,7,2
2671270,"May 15, 2019 08:00:00 AM",2019,May,15,Wednesday,8,6,Flinders Street Station Underpass,4032,53444,5,3
2323987,"August 01, 2018 10:00:00 AM",2018,August,1,Wednesday,10,29,St Kilda Rd-Alexandra Gardens,378,11995,8,3
2550039,"February 03, 2019 11:00:00 PM",2019,February,3,Sunday,23,58,Bourke St - Spencer St (North),217,3666,2,7
2014125,"November 03, 2017 11:00:00 AM",2017,November,3,Friday,11,20,Chinatown-Lt Bourke St (South),382,9613,11,5
4222656,"March 16, 2022 09:00:00 PM",2022,March,16,Wednesday,21,67,Flinders Ln - Degraves St (South),176,235,3,3
2974992,"January 07, 2020 01:00:00 AM",2020,January,7,Tuesday,1,36,Queen St (West),17,5556,1,2
3742883,"June 22, 2021 09:00:00 AM",2021,June,22,Tuesday,9,22,Flinders St-Elizabeth St (East),875,44664,6,2
362350,"September 22, 2011 10:00:00 PM",2011,September,22,Thursday,22,9,Southern Cross Station,48,19152,9,4
4107015,"January 05, 2022 02:00:00 PM",2022,January,5,Wednesday,14,40,Lonsdale St-Spring St (West),141,6131,1,3
3409572,"November 13, 2020 02:00:00 PM",2020,November,13,Friday,14,17,Collins Place (South),204,20168,11,5
1939471,"August 24, 2017 12:00:00 PM",2017,August,24,Thursday,12,42,Grattan St-Swanston St (West),956,4073,8,4
1704093,"December 13, 2016 10:00:00 AM",2016,December,13,Tuesday,10,21,Bourke St-Russell St (West),448,19095,12,2
4488293,"September 26, 2022 10:00:00 PM",2022,September,26,Monday,22,30,Lonsdale St (South),307,11717,9,1
2235880,"May 18, 2018 01:00:00 AM",2018,May,18,Friday,1,46,Pelham St (South),11,950,5,5
342622,"August 05, 2011 01:00:00 PM",2011,August,5,Friday,13,18,Collins Place (North),803,19958,8,5
3177715,"June 01, 2020 10:00:00 PM",2020,June,1,Monday,22,61,Swanston St - RMIT Building 14,54,2350,6,1
2720685,"June 23, 2019 09:00:00 PM",2019,June,23,Sunday,21,18,Collins Place (North),27,19958,6,7
4164117,"February 13, 2022 08:00:00 PM",2022,February,13,Sunday,20,52,Elizabeth St-Lonsdale St (South),233,1701,2,7
4056299,"December 24, 2021 08:00:00 AM",2021,December,24,Friday,8,68,Flinders Ln - Degraves St (North),138,286,12,5
1196624,"July 12, 2015 12:00:00 PM",2015,July,12,Sunday,12,12,New Quay,75,9339,7,7
2448971,"November 11, 2018 10:00:00 AM",2018,November,11,Sunday,10,18,Collins Place (North),131,19958,11,7
310254,"May 18, 2011 05:00:00 AM",2011,May,18,Wednesday,5,18,Collins Place (North),25,19958,5,3
2547800,"February 02, 2019 01:00:00 AM",2019,February,2,Saturday,1,21,Bourke St-Russell St (West),464,19095,2,6
34871,"July 27, 2009 04:00:00 PM",2009,July,27,Monday,16,16,Australia on Collins,1223,16700,7,1
3109587,"April 14, 2020 12:00:00 PM",2020,April,14,Tuesday,12,2,Bourke Street Mall (South),393,51884,4,2
564796,"January 10, 2013 12:00:00 PM",2013,January,10,Thursday,12,16,Australia on Collins,2356,16700,1,4
841793,"May 09, 2014 07:00:00 AM",2014,May,9,Friday,7,26,QV Market-Elizabeth St (West),390,17253,5,5
1525305,"June 12, 2016 11:00:00 AM",2016,June,12,Sunday,11,40,Lonsdale St-Spring St (West),284,6131,6,7
47639,"August 27, 2009 11:00:00 PM",2009,August,27,Thursday,23,17,Collins Place (South),50,20168,8,4
3802734,"July 28, 2021 05:00:00 AM",2021,July,28,Wednesday,5,43,Monash Rd-Swanston St (West),10,5218,7,3
715418,"November 19, 2013 08:00:00 AM",2013,November,19,Tuesday,8,4,Town Hall (West),1186,66031,11,2
1557374,"July 14, 2016 09:00:00 AM",2016,July,14,Thursday,9,33,Flinders St-Spring St (West),448,3961,7,4
2518760,"January 08, 2019 11:00:00 AM",2019,January,8,Tuesday,11,2,Bourke Street Mall (South),1712,51884,1,2
189921,"July 24, 2010 11:00:00 PM",2010,July,24,Saturday,23,3,Melbourne Central,1204,36815,7,6
1389515,"January 29, 2016 09:00:00 PM",2016,January,29,Friday,21,28,The Arts Centre,1195,18152,1,5
2572089,"February 22, 2019 06:00:00 PM",2019,February,22,Friday,18,35,Southbank,3946,39528,2,5
1690314,"November 28, 2016 09:00:00 PM",2016,November,28,Monday,21,19,Chinatown-Swanston St (North),721,9047,11,1
627606,"June 05, 2013 11:00:00 AM",2013,June,5,Wednesday,11,10,Victoria Point,150,8826,6,3
2149311,"March 03, 2018 09:00:00 AM",2018,March,3,Saturday,9,15,State Library,396,50017,3,6
156798,"May 09, 2010 05:00:00 AM",2010,May,9,Sunday,5,12,New Quay,8,9339,5,7
2422203,"October 20, 2018 04:00:00 AM",2018,October,20,Saturday,4,46,Pelham St (South),9,950,10,6
2878157,"October 25, 2019 10:00:00 AM",2019,October,25,Friday,10,28,The Arts Centre,1053,18152,10,5
3115695,"April 18, 2020 11:00:00 PM",2020,April,18,Saturday,23,53,Collins St (North),10,10269,4,6
2705876,"June 12, 2019 02:00:00 AM",2019,June,12,Wednesday,2,24,Spencer St-Collins St (North),11,28852,6,3
854663,"May 26, 2014 12:00:00 PM",2014,May,26,Monday,12,25,Melbourne Convention Exhibition Centre,673,21974,5,1
1051248,"February 03, 2015 05:00:00 PM",2015,February,3,Tuesday,17,27,QV Market-Peel St,219,4195,2,2
1838553,"May 08, 2017 02:00:00 PM",2017,May,8,Monday,14,9,Southern Cross Station,736,19152,5,1
1725155,"January 04, 2017 04:00:00 PM",2017,January,4,Wednesday,16,8,Webb Bridge,285,10114,1,3
4434940,"August 30, 2022 10:00:00 PM",2022,August,30,Tuesday,22,21,Bourke St-Russell St (West),269,19095,8,2
830859,"April 24, 2014 06:00:00 AM",2014,April,24,Thursday,6,5,Princes Bridge,279,52415,4,4
640511,"July 07, 2013 02:00:00 AM",2013,July,7,Sunday,2,12,New Quay,19,9339,7,7
2425119,"October 22, 2018 02:00:00 PM",2018,October,22,Monday,14,43,Monash Rd-Swanston St (West),333,5218,10,1
3297826,"August 28, 2020 07:00:00 AM",2020,August,28,Friday,7,28,The Arts Centre,79,18152,8,5
382007,"November 10, 2011 04:00:00 AM",2011,November,10,Thursday,4,4,Town Hall (West),37,66031,11,4
1733116,"January 13, 2017 03:00:00 PM",2017,January,13,Friday,15,17,Collins Place (South),528,20168,1,5
4259416,"April 04, 2022 12:00:00 PM",2022,April,4,Monday,12,41,Flinders La-Swanston St (West),2508,18345,4,1
3373856,"October 19, 2020 09:00:00 PM",2020,October,19,Monday,21,10,Victoria Point,8,8826,10,1
3327151,"September 17, 2020 08:00:00 AM",2020,September,17,Thursday,8,59,Swanston St - RMIT Building 80,19,4148,9,4
4288396,"May 04, 2022 11:00:00 PM",2022,May,4,Wednesday,23,8,Webb Bridge,9,10114,5,3
127059,"March 01, 2010 09:00:00 AM",2010,March,1,Monday,9,9,Southern Cross Station,955,19152,3,1
1964454,"September 18, 2017 11:00:00 AM",2017,September,18,Monday,11,6,Flinders Street Station Underpass,1283,53444,9,1
4234960,"April 14, 2022 01:00:00 PM",2022,April,14,Thursday,13,2,Bourke Street Mall (South),1981,51884,4,4
1390462,"January 30, 2016 08:00:00 PM",2016,January,30,Saturday,20,8,Webb Bridge,308,10114,1,6
1560049,"July 17, 2016 01:00:00 AM",2016,July,17,Sunday,1,19,Chinatown-Swanston St (North),264,9047,7,7
3133147,"May 01, 2020 01:00:00 PM",2020,May,1,Friday,13,29,St Kilda Rd-Alexandra Gardens,53,11995,5,5
3611400,"March 24, 2021 03:00:00 PM",2021,March,24,Wednesday,15,69,Flinders Ln -Degraves St (Crossing),212,318,3,3
4341976,"June 28, 2022 10:00:00 AM",2022,June,28,Tuesday,10,14,Sandridge Bridge,300,22489,6,2
3019063,"February 08, 2020 01:00:00 PM",2020,February,8,Saturday,13,56,Lonsdale St - Elizabeth St (North),574,2480,2,6
1922906,"August 07, 2017 04:00:00 PM",2017,August,7,Monday,16,35,Southbank,2210,39528,8,1
4034316,"December 29, 2021 09:00:00 AM",2021,December,29,Wednesday,9,57,Bourke St Bridge,192,7217,12,3
3978075,"November 09, 2021 11:00:00 PM",2021,November,9,Tuesday,23,51,QVM-Franklin St (North),87,2358,11,2
3144944,"May 09, 2020 09:00:00 PM",2020,May,9,Saturday,21,37,Lygon St (East),24,5038,5,6
1875714,"June 18, 2017 11:00:00 AM",2017,June,18,Sunday,11,26,QV Market-Elizabeth St (West),1352,17253,6,7
4083215,"October 29, 2021 09:00:00 PM",2021,October,29,Friday,21,6,Flinders Street Station Underpass,735,53444,10,5
2644279,"April 23, 2019 02:00:00 PM",2019,April,23,Tuesday,14,35,Southbank,2170,39528,4,2
3013429,"February 04, 2020 11:00:00 AM",2020,February,4,Tuesday,11,18,Collins Place (North),460,19958,2,2
90436,"December 06, 2009 02:00:00 PM",2009,December,6,Sunday,14,16,Australia on Collins,1579,16700,12,7
2206429,"April 22, 2018 04:00:00 AM",2018,April,22,Sunday,4,46,Pelham St (South),2,950,4,7
812947,"March 31, 2014 11:00:00 AM",2014,March,31,Monday,11,17,Collins Place (South),628,20168,3,1
3542211,"February 07, 2021 08:00:00 AM",2021,February,7,Sunday,8,26,QV Market-Elizabeth St (West),183,17253,2,7
179496,"June 30, 2010 07:00:00 PM",2010,June,30,Wednesday,19,18,Collins Place (North),334,19958,6,3
186602,"July 17, 2010 06:00:00 AM",2010,July,17,Saturday,6,14,Sandridge Bridge,55,22489,7,6
2945038,"December 15, 2019 04:00:00 PM",2019,December,15,Sunday,16,22,Flinders St-Elizabeth St (East),2680,44664,12,7
2373274,"September 10, 2018 03:00:00 PM",2018,September,10,Monday,15,43,Monash Rd-Swanston St (West),578,5218,9,1
1665791,"November 02, 2016 12:00:00 PM",2016,November,2,Wednesday,12,18,Collins Place (North),695,19958,11,3
4442638,"August 10, 2022 04:00:00 PM",2022,August,10,Wednesday,16,36,Queen St (West),342,5556,8,3
97033,"December 21, 2009 09:00:00 PM",2009,December,21,Monday,21,7,Birrarung Marr,175,19635,12,1
3869837,"September 06, 2021 03:00:00 PM",2021,September,6,Monday,15,62,La Trobe St (North),72,1047,9,1
3823793,"August 10, 2021 12:00:00 AM",2021,August,10,Tuesday,0,69,Flinders Ln -Degraves St (Crossing),2,318,8,2
2554914,"February 08, 2019 05:00:00 AM",2019,February,8,Friday,5,33,Flinders St-Spring St (West),13,3961,2,5
2696999,"June 04, 2019 11:00:00 PM",2019,June,4,Tuesday,23,43,Monash Rd-Swanston St (West),53,5218,6,2
3532983,"February 01, 2021 11:00:00 AM",2021,February,1,Monday,11,67,Flinders Ln -Degraves St (South),499,499,2,1
509200,"September 01, 2012 07:00:00 PM",2012,September,1,Saturday,19,10,Victoria Point,102,8826,9,6
976757,"October 31, 2014 08:00:00 AM",2014,October,31,Friday,8,9,Southern Cross Station,2309,19152,10,5
3581794,"March 05, 2021 02:00:00 PM",2021,March,5,Friday,14,28,The Arts Centre,1159,18152,3,5
1824490,"April 23, 2017 05:00:00 AM",2017,April,23,Sunday,5,11,Waterfront City,1,3858,4,7
2066705,"December 20, 2017 12:00:00 PM",2017,December,20,Wednesday,12,18,Collins Place (North),666,19958,12,3
3146745,"May 11, 2020 04:00:00 AM",2020,May,11,Monday,4,18,Collins Place (North),5,19958,5,1
2892780,"November 05, 2019 05:00:00 PM",2019,November,5,Tuesday,17,5,Princes Bridge,2083,52415,11,2
586932,"March 03, 2013 01:00:00 AM",2013,March,3,Sunday,1,17,Collins Place (South),119,20168,3,7
716132,"November 20, 2013 08:00:00 AM",2013,November,20,Wednesday,8,6,Flinders Street Station Underpass,2381,53444,11,3
3342556,"September 27, 2020 05:00:00 PM",2020,September,27,Sunday,17,23,Spencer St-Collins St (South),69,7263,9,7
2332688,"August 08, 2018 10:00:00 AM",2018,August,8,Wednesday,10,55,Elizabeth St-La Trobe St (East),968,8520,8,3
3397230,"November 04, 2020 11:00:00 PM",2020,November,4,Wednesday,23,9,Southern Cross Station,6,19152,11,3
1648667,"October 15, 2016 08:00:00 AM",2016,October,15,Saturday,8,34,Flinders St-Spark La,75,3015,10,6
2728906,"June 30, 2019 12:00:00 PM",2019,June,30,Sunday,12,51,QVM-Franklin St (North),276,2358,6,7
1712161,"December 21, 2016 10:00:00 PM",2016,December,21,Wednesday,22,14,Sandridge Bridge,429,22489,12,3
3475024,"December 26, 2020 10:00:00 PM",2020,December,26,Saturday,22,5,Princes Bridge,1886,52415,12,6
894509,"July 16, 2014 09:00:00 AM",2014,July,16,Wednesday,9,33,Flinders St-Spring St (West),217,3961,7,3
1205356,"July 21, 2015 08:00:00 PM",2015,July,21,Tuesday,20,8,Webb Bridge,51,10114,7,2
3667336,"April 28, 2021 04:00:00 PM",2021,April,28,Wednesday,16,49,QVM-Therry St (South),79,3064,4,3
374650,"October 23, 2011 03:00:00 AM",2011,October,23,Sunday,3,8,Webb Bridge,1,10114,10,7
2318883,"July 28, 2018 04:00:00 AM",2018,July,28,Saturday,4,47,Melbourne Central-Elizabeth St (East),85,25243,7,6
4420080,"July 22, 2022 06:00:00 PM",2022,July,22,Friday,18,87,Errol St (West),249,583,7,5
2482904,"December 09, 2018 02:00:00 PM",2018,December,9,Sunday,14,45,Little Collins St-Swanston St (East),2000,10394,12,7
4350651,"June 02, 2022 08:00:00 PM",2022,June,2,Thursday,20,44,Tin Alley-Swanston St (West),55,2369,6,4
2909045,"November 18, 2019 04:00:00 AM",2019,November,18,Monday,4,29,St Kilda Rd-Alexandra Gardens,6,11995,11,1
2135493,"February 19, 2018 10:00:00 AM",2018,February,19,Monday,10,22,Flinders St-Elizabeth St (East),1663,44664,2,1
1339134,"December 09, 2015 05:00:00 PM",2015,December,9,Wednesday,17,15,State Library,2262,50017,12,3
3503840,"January 14, 2021 01:00:00 AM",2021,January,14,Thursday,1,58,Bourke St - Spencer St (North),36,3666,1,4
337747,"July 24, 2011 03:00:00 PM",2011,July,24,Sunday,15,5,Princes Bridge,1484,52415,7,7
1442600,"March 22, 2016 03:00:00 PM",2016,March,22,Tuesday,15,25,Melbourne Convention Exhibition Centre,757,21974,3,2
3053332,"March 04, 2020 03:00:00 PM",2020,March,4,Wednesday,15,1,Bourke Street Mall (North),2382,39294,3,3
2282917,"June 28, 2018 12:00:00 AM",2018,June,28,Thursday,0,42,Grattan St-Swanston St (West),28,4073,6,4
1876814,"June 19, 2017 05:00:00 PM",2017,June,19,Monday,17,12,New Quay,352,9339,6,1
4225228,"March 31, 2022 01:00:00 AM",2022,March,31,Thursday,1,72,Flinders St - ACMI,75,125,3,4
1269681,"September 27, 2015 05:00:00 PM",2015,September,27,Sunday,17,2,Bourke Street Mall (South),2075,51884,9,7
2561270,"February 13, 2019 05:00:00 PM",2019,February,13,Wednesday,17,36,Queen St (West),892,5556,2,3
3006868,"January 30, 2020 02:00:00 PM",2020,January,30,Thursday,14,49,QVM-Therry St (South),157,3064,1,4
398596,"December 20, 2011 06:00:00 PM",2011,December,20,Tuesday,18,16,Australia on Collins,1150,16700,12,2
2225159,"May 08, 2018 03:00:00 PM",2018,May,8,Tuesday,15,25,Melbourne Convention Exhibition Centre,878,21974,5,2
1523621,"June 10, 2016 07:00:00 PM",2016,June,10,Friday,19,36,Queen St (West),305,5556,6,5
1163218,"June 08, 2015 02:00:00 AM",2015,June,8,Monday,2,43,Monash Rd-Swanston St (West),2,5218,6,1
3591359,"March 11, 2021 07:00:00 PM",2021,March,11,Thursday,19,58,Bourke St - Spencer St (North),385,3666,3,4
2776330,"August 06, 2019 07:00:00 AM",2019,August,6,Tuesday,7,26,QV Market-Elizabeth St (West),312,17253,8,2
1433274,"March 13, 2016 08:00:00 AM",2016,March,13,Sunday,8,22,Flinders St-Elizabeth St (East),500,44664,3,7
924505,"August 25, 2014 01:00:00 PM",2014,August,25,Monday,13,6,Flinders Street Station Underpass,1410,53444,8,1
3455359,"December 14, 2020 06:00:00 AM",2020,December,14,Monday,6,20,Chinatown-Lt Bourke St (South),16,9613,12,1
3596056,"March 14, 2021 08:00:00 PM",2021,March,14,Sunday,20,37,Lygon St (East),260,5038,3,7
383879,"November 14, 2011 06:00:00 PM",2011,November,14,Monday,18,6,Flinders Street Station Underpass,2339,53444,11,1
548898,"December 03, 2012 02:00:00 PM",2012,December,3,Monday,14,5,Princes Bridge,1387,52415,12,1
2993159,"January 20, 2020 08:00:00 AM",2020,January,20,Monday,8,26,QV Market-Elizabeth St (West),505,17253,1,1
3895402,"September 21, 2021 08:00:00 PM",2021,September,21,Tuesday,20,18,Collins Place (North),11,19958,9,2
3110231,"April 14, 2020 11:00:00 PM",2020,April,14,Tuesday,23,42,Grattan St-Swanston St (West),8,4073,4,2
536637,"November 05, 2012 05:00:00 AM",2012,November,5,Monday,5,2,Bourke Street Mall (South),29,51884,11,1
115446,"February 02, 2010 12:00:00 PM",2010,February,2,Tuesday,12,6,Flinders Street Station Underpass,1731,53444,2,2
1522968,"June 10, 2016 04:00:00 AM",2016,June,10,Friday,4,11,Waterfront City,0,3858,6,5
1231727,"August 19, 2015 12:00:00 AM",2015,August,19,Wednesday,0,19,Chinatown-Swanston St (North),83,9047,8,3
1391969,"February 01, 2016 08:00:00 AM",2016,February,1,Monday,8,3,Melbourne Central,793,36815,2,1
3060690,"March 09, 2020 11:00:00 PM",2020,March,9,Monday,23,49,QVM-Therry St (South),106,3064,3,1
2914700,"November 22, 2019 11:00:00 AM",2019,November,22,Friday,11,43,Monash Rd-Swanston St (West),268,5218,11,5
927938,"August 29, 2014 09:00:00 PM",2014,August,29,Friday,21,8,Webb Bridge,65,10114,8,5
3345037,"September 29, 2020 09:00:00 AM",2020,September,29,Tuesday,9,45,Little Collins St-Swanston St (East),90,10394,9,2
457112,"May 04, 2012 05:00:00 AM",2012,May,4,Friday,5,14,Sandridge Bridge,48,22489,5,5
2722872,"June 25, 2019 04:00:00 PM",2019,June,25,Tuesday,16,10,Victoria Point,690,8826,6,2
722566,"November 29, 2013 01:00:00 PM",2013,November,29,Friday,13,7,Birrarung Marr,87,19635,11,5
3190219,"June 10, 2020 09:00:00 PM",2020,June,10,Wednesday,21,5,Princes Bridge,228,52415,6,3
2143246,"February 26, 2018 03:00:00 AM",2018,February,26,Monday,3,50,Faraday St-Lygon St (West),3,4434,2,1
2842408,"September 27, 2019 07:00:00 AM",2019,September,27,Friday,7,43,Monash Rd-Swanston St (West),18,5218,9,5
3357698,"October 08, 2020 11:00:00 AM",2020,October,8,Thursday,11,5,Princes Bridge,274,52415,10,4
1837537,"May 07, 2017 11:00:00 AM",2017,May,7,Sunday,11,22,Flinders St-Elizabeth St (East),1805,44664,5,7
1977178,"September 30, 2017 08:00:00 AM",2017,September,30,Saturday,8,25,Melbourne Convention Exhibition Centre,353,21974,9,6
1105712,"April 06, 2015 06:00:00 PM",2015,April,6,Monday,18,23,Spencer St-Collins St (South),239,7263,4,1
3542670,"February 07, 2021 03:00:00 PM",2021,February,7,Sunday,15,43,Monash Rd-Swanston St (West),54,5218,2,7
799626,"March 13, 2014 05:00:00 AM",2014,March,13,Thursday,5,10,Victoria Point,20,8826,3,4
1489870,"May 09, 2016 12:00:00 AM",2016,May,9,Monday,0,9,Southern Cross Station,9,19152,5,1
2249429,"May 29, 2018 11:00:00 PM",2018,May,29,Tuesday,23,4,Town Hall (West),292,66031,5,2
3789196,"July 20, 2021 03:00:00 AM",2021,July,20,Tuesday,3,3,Melbourne Central,2,36815,7,2
162519,"May 22, 2010 11:00:00 AM",2010,May,22,Saturday,11,9,Southern Cross Station,93,19152,5,6
3452906,"December 12, 2020 03:00:00 PM",2020,December,12,Saturday,15,73,Bourke St - Spencer St (South),119,225,12,6
1086785,"March 16, 2015 07:00:00 AM",2015,March,16,Monday,7,10,Victoria Point,283,8826,3,1
